customer_id,age,gender,income_annual,employment_years,employment_status,credit_score,num_credit_accounts,num_hard_inquiries,late_payments_2yr,debt_existing,loan_amount,loan_purpose,loan_term_months,interest_rate,loan_grade,home_ownership,state,application_date,defaulted,debt_to_income,monthly_payment,payment_to_income,total_debt_ratio,interest_cost_total,risk_per_year,credit_tier,income_tier,loan_size
FIN-000254,51,Female,21265.0,8,Employed,428.0,11,0,6,33891,65748,Business,12,11.67,C,Own,GA,2020-03-25,1,3.0918,5479.0,3.0918,4.6856,7672.79,3.0,Very Poor,Low,Very Large
FIN-000255,22,Male,173879.0,32,Employed,812.0,2,1,1,23577,45295,Business,48,25.89,B,Mortgage,IL,2020-03-25,0,0.2605,943.65,0.0651,0.3961,46907.5,0.5,Excellent,Upper-Mid,Very Large
FIN-000256,38,Other,95501.0,8,Employed,801.0,8,0,6,32175,57464,Education,60,5.2,A,Mortgage,PA,2020-03-26,0,0.6017,957.73,0.1203,0.9386,14940.64,3.0,Excellent,Mid,Very Large
FIN-000257,25,Female,84817.0,13,Retired,448.0,3,5,1,49416,12223,Medical,12,22.5,B,Rent,GA,2020-03-26,0,0.1441,1018.58,0.1441,0.7267,2750.18,0.5,Very Poor,Mid,Medium
FIN-000258,46,Female,115948.0,31,Employed,568.0,4,4,0,48134,18421,Car,12,25.8,B,Rent,OH,2020-03-26,0,0.1589,1535.08,0.1589,0.574,4752.62,0.0,Fair,Upper-Mid,Large
FIN-000259,43,Other,183301.0,5,Self-Employed,404.0,2,2,6,18413,19066,Home Improvement,12,22.61,E,Rent,NY,2020-03-27,1,0.104,1588.83,0.104,0.2045,4310.82,3.0,Very Poor,Upper-Mid,Large
FIN-000260,32,Male,183820.0,4,Employed,765.0,9,1,5,39642,26576,Business,24,21.98,D,Mortgage,TX,2020-03-27,0,0.1446,1107.33,0.0723,0.3602,11682.81,2.5,Excellent,Upper-Mid,Large
FIN-000261,34,Male,192345.0,3,Retired,580.0,6,7,3,3766,7140,Vacation,12,24.32,E,Own,NY,2020-03-27,0,0.0371,595.0,0.0371,0.0567,1736.45,1.5,Fair,Upper-Mid,Medium
FIN-000262,33,Female,74784.0,15,Employed,706.0,9,4,3,41355,64016,Car,72,20.15,D,Own,GA,2020-03-28,0,0.856,889.11,0.1427,1.409,77395.34,1.5,Very Good,Mid,Very Large
FIN-000263,55,Male,169162.0,9,Employed,657.0,11,2,7,39824,46378,Debt Consolidation,36,14.44,C,Rent,FL,2020-03-28,0,0.2742,1288.28,0.0914,0.5096,20090.95,3.5,Good,Upper-Mid,Very Large
FIN-000264,67,Female,164446.0,30,Employed,502.0,8,3,1,26056,12370,Car,36,5.97,C,Rent,GA,2020-03-28,0,0.0752,343.61,0.0251,0.2337,2215.47,0.5,Very Poor,Upper-Mid,Medium
FIN-000265,35,Other,147247.0,30,Employed,580.0,9,2,6,8299,56750,Vacation,12,23.02,B,Rent,FL,2020-03-29,0,0.3854,4729.17,0.3854,0.4418,13063.85,3.0,Fair,Upper-Mid,Very Large
FIN-000267,39,Female,79133.0,12,Employed,393.0,6,7,4,43866,64222,Debt Consolidation,36,16.52,A,Rent,PA,2020-03-29,1,0.8116,1783.94,0.2705,1.3659,31828.42,2.0,Very Poor,Mid,Very Large
FIN-000268,35,Female,97338.0,3,Employed,623.0,7,4,5,7849,23328,Education,60,17.01,C,Own,MI,2020-03-30,0,0.2397,388.8,0.0479,0.3203,19840.46,2.5,Fair,Mid,Large
FIN-000269,28,Female,187534.0,25,Employed,661.0,5,4,1,13771,7929,Vacation,60,13.98,A,Mortgage,CA,2020-03-30,0,0.0423,132.15,0.0085,0.1157,5542.37,0.5,Good,Upper-Mid,Medium
FIN-000270,43,Male,70141.0,23,Employed,650.0,1,7,5,29604,48727,Debt Consolidation,48,24.64,C,Own,GA,2020-03-30,0,0.6947,1015.15,0.1737,1.1168,48025.33,2.5,Good,Mid,Very Large
FIN-000271,33,Female,105600.0,8,Self-Employed,361.0,9,4,2,6035,73919,Medical,60,4.85,B,Own,PA,2020-03-31,1,0.7,1231.98,0.14,0.7571,17925.36,1.0,Very Poor,Upper-Mid,Very Large
FIN-000272,43,Male,161727.0,34,Employed,486.0,2,2,3,15104,57692,Home Improvement,72,19.18,A,Other,TX,2020-03-31,1,0.3567,801.28,0.0595,0.4501,66391.95,1.5,Very Poor,Upper-Mid,Very Large
FIN-000273,51,Female,61864.0,14,Self-Employed,841.0,7,7,6,7959,54545,Medical,48,25.82,C,Rent,IL,2020-03-31,0,0.8817,1136.35,0.2204,1.0103,56334.08,3.0,Excellent,Mid,Very Large
FIN-000274,50,Female,157482.0,23,Retired,603.0,8,0,6,3196,53338,Car,60,6.93,A,Own,TX,2020-04-01,0,0.3387,888.97,0.0677,0.359,18481.62,3.0,Fair,Upper-Mid,Very Large
FIN-000275,62,Male,121701.0,30,Self-Employed,735.0,8,6,5,36899,64962,Education,12,27.04,A,Mortgage,MI,2020-04-01,0,0.5338,5413.5,0.5338,0.837,17565.72,2.5,Very Good,Upper-Mid,Very Large
FIN-000276,22,Male,184750.0,18,Employed,512.0,1,0,0,19459,28161,Home Improvement,60,27.24,B,Own,OH,2020-04-01,0,0.1524,469.35,0.0305,0.2578,38355.28,0.0,Very Poor,Upper-Mid,Large
FIN-000277,31,Male,42970.0,1,Employed,705.0,10,2,6,412,13823,Education,12,26.35,B,Own,MI,2020-04-02,0,0.3217,1151.92,0.3217,0.3313,3642.36,3.0,Very Good,Lower-Mid,Medium
FIN-000279,49,Female,169579.0,33,Employed,518.0,9,2,5,8674,65850,Home Improvement,60,13.5,C,Mortgage,OH,2020-04-02,1,0.3883,1097.5,0.0777,0.4395,44448.75,2.5,Very Poor,Upper-Mid,Very Large
FIN-000280,42,Female,169307.0,18,Employed,720.0,11,0,2,11151,26053,Vacation,60,21.09,E,Mortgage,PA,2020-04-03,0,0.1539,434.22,0.0308,0.2197,27472.89,1.0,Very Good,Upper-Mid,Large
FIN-000281,39,Female,67683.0,22,Employed,618.0,11,2,3,36615,22447,Medical,12,11.99,A,Own,MI,2020-04-03,0,0.3316,1870.58,0.3316,0.8726,2691.4,1.5,Fair,Mid,Large
FIN-000282,29,Male,141144.0,15,Employed,456.0,3,4,7,8794,8111,Car,60,6.11,B,Mortgage,CA,2020-04-03,1,0.0575,135.18,0.0115,0.1198,2477.91,3.5,Very Poor,Upper-Mid,Medium
FIN-000283,61,Female,98399.0,5,Employed,487.0,8,7,6,24358,63820,Debt Consolidation,60,25.68,C,Mortgage,NY,2020-04-04,1,0.6486,1063.67,0.1297,0.8961,81944.88,3.0,Very Poor,Mid,Very Large
FIN-000284,58,Female,130261.0,25,Employed,775.0,8,7,7,33849,73622,Education,72,19.42,A,Rent,MI,2020-04-04,0,0.5652,1022.53,0.0942,0.825,85784.35,3.5,Excellent,Upper-Mid,Very Large
FIN-000285,49,Male,112874.0,21,Employed,461.0,9,1,2,28843,57963,Home Improvement,24,9.37,A,Other,TX,2020-04-04,1,0.5135,2415.12,0.2568,0.7691,10862.27,1.0,Very Poor,Upper-Mid,Very Large
FIN-000286,30,Male,160469.0,23,Employed,428.0,8,6,7,24046,57503,Home Improvement,12,4.93,C,Own,CA,2020-04-05,1,0.3583,4791.92,0.3583,0.5082,2834.9,3.5,Very Poor,Upper-Mid,Very Large
FIN-000287,42,Female,122330.0,20,Employed,603.0,5,1,5,8216,46918,Business,72,21.5,C,Mortgage,CA,2020-04-05,0,0.3835,651.64,0.0639,0.4507,60524.22,2.5,Fair,Upper-Mid,Very Large
FIN-000288,44,Other,49655.0,29,Employed,388.0,5,3,3,8389,76868,Education,36,24.54,B,Mortgage,FL,2020-04-05,0,1.548,2135.22,0.516,1.717,56590.22,1.5,Very Poor,Lower-Mid,Very Large
FIN-000289,28,Female,85446.0,10,Unemployed,461.0,3,6,3,41382,47542,Debt Consolidation,48,14.03,B,Own,CA,2020-04-06,1,0.5564,990.46,0.1391,1.0407,26680.57,1.5,Very Poor,Mid,Very Large
FIN-000290,67,Female,63639.0,8,Self-Employed,335.0,6,2,1,17525,73712,Car,24,6.4,D,Own,TX,2020-04-06,1,1.1583,3071.33,0.5791,1.4337,9435.14,0.5,Very Poor,Mid,Very Large
FIN-000291,26,Male,38830.0,11,Employed,526.0,10,5,1,10245,7416,Home Improvement,72,19.74,A,Rent,CA,2020-04-06,1,0.191,103.0,0.0318,0.4548,8783.51,0.5,Very Poor,Lower-Mid,Medium
FIN-000292,27,Other,28014.0,25,Unemployed,450.0,3,5,7,17504,45436,Home Improvement,72,11.48,E,Rent,PA,2020-04-07,1,1.6219,631.06,0.2703,2.2467,31296.32,3.5,Very Poor,Low,Very Large
FIN-000293,40,Male,194133.0,2,Employed,346.0,2,6,0,12359,79187,Education,60,7.88,E,Own,FL,2020-04-07,1,0.4079,1319.78,0.0816,0.4716,31199.68,0.0,Very Poor,Upper-Mid,Very Large
FIN-000294,37,Female,88752.0,32,Employed,530.0,7,6,0,31648,15486,Education,36,16.49,E,Mortgage,GA,2020-04-07,1,0.1745,430.17,0.0582,0.5311,7660.92,0.0,Very Poor,Mid,Large
FIN-000295,56,Male,172931.0,14,Employed,838.0,10,6,6,4527,23695,Home Improvement,36,15.82,B,Mortgage,IL,2020-04-08,0,0.137,658.19,0.0457,0.1632,11245.65,3.0,Excellent,Upper-Mid,Large
FIN-000296,28,Female,96758.0,4,Unemployed,464.0,3,5,7,45435,6229,Home Improvement,60,16.64,A,Own,MI,2020-04-08,1,0.0644,103.82,0.0129,0.534,5182.53,3.5,Very Poor,Mid,Medium
FIN-000297,33,Male,169980.0,23,Employed,365.0,4,4,2,26369,72066,Business,72,23.86,E,Rent,IL,2020-04-08,1,0.424,1000.92,0.0707,0.5791,103169.69,1.0,Very Poor,Upper-Mid,Very Large
FIN-000299,66,Male,109418.0,32,Employed,439.0,10,7,3,37671,6363,Medical,60,25.66,B,Mortgage,MI,2020-04-09,1,0.0582,106.05,0.0116,0.4024,8163.73,1.5,Very Poor,Upper-Mid,Medium
FIN-000300,51,Male,164675.0,22,Retired,699.0,8,5,1,32823,50869,Home Improvement,24,24.28,B,Rent,PA,2020-04-09,0,0.3089,2119.54,0.1545,0.5082,24701.99,0.5,Good,Upper-Mid,Very Large
FIN-000301,43,Male,63702.0,9,Employed,429.0,1,2,7,23142,54729,Car,12,19.8,B,Rent,PA,2020-04-10,1,0.8591,4560.75,0.8591,1.2224,10836.34,3.5,Very Poor,Mid,Very Large
FIN-000302,37,Female,169417.0,27,Employed,745.0,9,7,3,13414,25303,Car,24,5.84,D,Mortgage,NY,2020-04-10,0,0.1494,1054.29,0.0747,0.2285,2955.39,1.5,Very Good,Upper-Mid,Large
FIN-000303,66,Male,42687.0,16,Employed,328.0,6,3,1,35031,77853,Vacation,12,24.83,E,Mortgage,PA,2020-04-10,0,1.8238,6487.75,1.8238,2.6445,19330.9,0.5,Very Poor,Lower-Mid,Very Large
FIN-000304,44,Male,49581.0,25,Unemployed,501.0,2,3,3,28274,8264,Business,36,25.78,D,Own,MI,2020-04-11,1,0.1667,229.56,0.0556,0.7369,6391.38,1.5,Very Poor,Lower-Mid,Medium
FIN-000305,63,Male,188465.0,24,Employed,536.0,3,7,7,41250,23315,Debt Consolidation,48,13.31,C,Mortgage,OH,2020-04-11,1,0.1237,485.73,0.0309,0.3426,12412.91,3.5,Very Poor,Upper-Mid,Large
FIN-000306,30,Male,113733.0,11,Self-Employed,638.0,5,2,2,15050,65521,Education,60,16.86,B,Mortgage,TX,2020-04-11,0,0.5761,1092.02,0.1152,0.7084,55234.2,1.0,Fair,Upper-Mid,Very Large
FIN-000307,51,Female,28292.0,2,Employed,698.0,11,5,1,18378,29811,Debt Consolidation,24,11.1,C,Rent,NY,2020-04-12,0,1.0537,1242.12,0.5268,1.7033,6618.04,0.5,Good,Low,Large
FIN-000308,65,Female,127809.0,28,Employed,738.0,6,2,4,17218,38405,Home Improvement,36,4.85,B,Rent,PA,2020-04-12,0,0.3005,1066.81,0.1002,0.4352,5587.93,2.0,Very Good,Upper-Mid,Very Large
FIN-000309,40,Male,154520.0,23,Employed,588.0,9,6,4,38038,57157,Education,24,15.77,A,Rent,MI,2020-04-12,0,0.3699,2381.54,0.185,0.6161,18027.32,2.0,Fair,Upper-Mid,Very Large
FIN-000311,34,Female,165750.0,12,Unemployed,399.0,5,7,2,14526,24856,Education,12,8.81,C,Rent,NC,2020-04-13,0,0.15,2071.33,0.15,0.2376,2189.81,1.0,Very Poor,Upper-Mid,Large
FIN-000312,23,Female,189887.0,15,Self-Employed,721.0,7,6,3,14742,51970,Business,60,15.8,A,Rent,GA,2020-04-13,0,0.2737,866.17,0.0547,0.3513,41056.3,1.5,Very Good,Upper-Mid,Very Large
FIN-000313,50,Male,46477.0,26,Retired,317.0,11,2,2,42874,55787,Vacation,72,24.88,F,Own,GA,2020-04-14,1,1.2003,774.82,0.2001,2.1228,83278.83,1.0,Very Poor,Lower-Mid,Very Large
FIN-000314,38,Male,73826.0,5,Self-Employed,770.0,11,6,7,43561,25598,Medical,12,24.35,F,Mortgage,NC,2020-04-14,0,0.3467,2133.17,0.3467,0.9368,6233.11,3.5,Excellent,Mid,Large
FIN-000315,26,Male,40010.0,9,Employed,306.0,7,0,0,34269,47541,Vacation,72,27.18,A,Own,NC,2020-04-14,1,1.1882,660.29,0.198,2.0447,77529.86,0.0,Very Poor,Lower-Mid,Very Large
FIN-000316,40,Male,85146.0,7,Self-Employed,718.0,4,3,1,15295,15652,Medical,12,15.84,B,Mortgage,MI,2020-04-15,0,0.1838,1304.33,0.1838,0.3635,2479.28,0.5,Very Good,Mid,Large
FIN-000317,55,Male,78133.0,17,Self-Employed,679.0,3,1,2,15553,21963,Medical,12,17.47,D,Rent,NC,2020-04-15,0,0.2811,1830.25,0.2811,0.4802,3836.94,1.0,Good,Mid,Large
FIN-000318,39,Male,60643.0,31,Employed,807.0,8,5,7,44281,37223,Vacation,72,23.82,F,Own,IL,2020-04-15,0,0.6138,516.99,0.1023,1.344,53199.11,3.5,Excellent,Mid,Very Large
FIN-000319,46,Male,117100.0,16,Employed,413.0,2,5,3,21072,36024,Business,36,20.94,E,Rent,PA,2020-04-16,0,0.3076,1000.67,0.1025,0.4876,22630.28,1.5,Very Poor,Upper-Mid,Very Large
FIN-000320,55,Female,140956.0,1,Employed,810.0,5,0,6,4136,8941,Vacation,60,8.8,B,Mortgage,IL,2020-04-16,0,0.0634,149.02,0.0127,0.0928,3934.04,3.0,Excellent,Upper-Mid,Medium
FIN-000321,32,Female,197759.0,19,Employed,768.0,10,4,6,14705,78923,Debt Consolidation,48,13.86,A,Rent,CA,2020-04-16,0,0.3991,1644.23,0.0998,0.4734,43754.91,3.0,Excellent,Upper-Mid,Very Large
FIN-000322,28,Female,199065.0,9,Employed,392.0,5,1,0,16403,79060,Education,24,26.34,B,Rent,FL,2020-04-17,1,0.3972,3294.17,0.1986,0.4796,41648.81,0.0,Very Poor,Upper-Mid,Very Large
FIN-000323,57,Female,176150.0,8,Retired,791.0,1,1,6,17416,46617,Debt Consolidation,12,7.93,B,Other,CA,2020-04-17,0,0.2646,3884.75,0.2646,0.3635,3696.73,3.0,Excellent,Upper-Mid,Very Large
FIN-000324,69,Male,85708.0,24,Unemployed,401.0,7,1,3,41784,59704,Education,60,9.42,B,Own,CA,2020-04-17,1,0.6966,995.07,0.1393,1.1841,28120.58,1.5,Very Poor,Mid,Very Large
FIN-000325,30,Male,37270.0,24,Employed,792.0,4,6,4,46715,31025,Home Improvement,24,13.92,D,Rent,NY,2020-04-18,1,0.8324,1292.71,0.4162,2.0859,8637.36,2.0,Excellent,Lower-Mid,Very Large
FIN-000326,41,Male,113644.0,23,Employed,835.0,10,3,4,19658,48224,Medical,60,26.59,B,Mortgage,OH,2020-04-18,0,0.4243,803.73,0.0849,0.5973,64113.81,2.0,Excellent,Upper-Mid,Very Large
FIN-000327,69,Female,101580.0,5,Employed,784.0,2,4,1,11853,18277,Medical,72,7.17,E,Rent,CA,2020-04-18,0,0.1799,253.85,0.03,0.2966,7862.77,0.5,Excellent,Upper-Mid,Large
FIN-000329,65,Female,40752.0,9,Employed,466.0,4,6,1,47121,45995,Debt Consolidation,60,7.6,B,Rent,MI,2020-04-19,0,1.1287,766.58,0.2257,2.2849,17478.1,0.5,Very Poor,Lower-Mid,Very Large
FIN-000330,62,Male,31621.0,30,Self-Employed,439.0,1,4,6,747,12539,Debt Consolidation,48,16.83,B,Other,MI,2020-04-19,1,0.3965,261.23,0.0991,0.4202,8441.25,3.0,Very Poor,Lower-Mid,Medium
FIN-000331,49,Male,62369.0,17,Retired,393.0,8,5,0,43326,37853,Car,60,17.11,B,Rent,CA,2020-04-20,0,0.6069,630.88,0.1214,1.3016,32383.24,0.0,Very Poor,Mid,Very Large
FIN-000332,51,Female,92592.0,32,Employed,480.0,11,0,6,48839,31811,Medical,60,5.5,D,Rent,NC,2020-04-20,1,0.3436,530.18,0.0687,0.871,8748.02,3.0,Very Poor,Mid,Very Large
FIN-000333,60,Female,80267.0,18,Employed,303.0,7,6,4,39772,11909,Medical,12,26.92,B,Mortgage,IL,2020-04-20,1,0.1484,992.42,0.1484,0.6439,3205.9,2.0,Very Poor,Mid,Medium
FIN-000334,27,Male,106873.0,22,Employed,688.0,3,3,7,17351,58433,Debt Consolidation,12,23.46,E,Mortgage,PA,2020-04-21,0,0.5468,4869.42,0.5468,0.7091,13708.38,3.5,Good,Upper-Mid,Very Large
FIN-000335,54,Female,144790.0,4,Employed,571.0,3,5,2,48409,51084,Medical,12,11.62,F,Mortgage,NC,2020-04-21,0,0.3528,4257.0,0.3528,0.6872,5935.96,1.0,Fair,Upper-Mid,Very Large
FIN-000336,54,Male,34245.0,25,Employed,431.0,7,4,4,3547,78569,Debt Consolidation,72,7.57,E,Mortgage,NY,2020-04-21,1,2.2943,1091.24,0.3824,2.3979,35686.04,2.0,Very Poor,Lower-Mid,Very Large
FIN-000337,50,Female,52676.0,28,Unemployed,811.0,2,1,5,32711,61816,Car,60,12.62,C,Rent,NY,2020-04-22,0,1.1735,1030.27,0.2347,1.7945,39005.9,2.5,Excellent,Lower-Mid,Very Large
FIN-000338,24,Male,133982.0,23,Retired,351.0,5,7,1,29011,15748,Education,48,25.52,C,Rent,IL,2020-04-22,1,0.1175,328.08,0.0294,0.3341,16075.56,0.5,Very Poor,Upper-Mid,Large
FIN-000339,61,Female,152424.0,5,Retired,589.0,7,4,3,19182,75602,Education,24,7.62,B,Rent,OH,2020-04-22,0,0.496,3150.08,0.248,0.6218,11521.74,1.5,Fair,Upper-Mid,Very Large
FIN-000340,50,Female,25243.0,3,Unemployed,745.0,6,5,6,35783,67465,Car,12,12.71,C,Mortgage,NY,2020-04-23,1,2.6726,5622.08,2.6726,4.0902,8574.8,3.0,Very Good,Low,Very Large
FIN-000341,45,Other,196405.0,25,Retired,536.0,10,6,0,2023,54408,Medical,36,16.12,F,Mortgage,FL,2020-04-23,0,0.277,1511.33,0.0923,0.2873,26311.71,0.0,Very Poor,Upper-Mid,Very Large
FIN-000342,34,Female,79484.0,14,Retired,790.0,7,6,5,8592,16998,Vacation,60,5.27,A,Mortgage,TX,2020-04-23,0,0.2139,283.3,0.0428,0.322,4478.97,2.5,Excellent,Mid,Large
FIN-000343,44,Female,104926.0,12,Self-Employed,579.0,2,3,4,31109,18764,Home Improvement,48,10.8,D,Rent,NC,2020-04-24,0,0.1788,390.92,0.0447,0.4753,8106.05,2.0,Fair,Upper-Mid,Large
FIN-000344,63,Male,113730.0,21,Employed,343.0,7,3,2,20816,50379,Medical,48,18.5,E,Own,MI,2020-04-24,1,0.443,1049.56,0.1107,0.626,37280.46,1.0,Very Poor,Upper-Mid,Very Large
FIN-000345,51,Male,69974.0,12,Employed,658.0,2,3,5,26499,64588,Debt Consolidation,12,12.11,F,Rent,NC,2020-04-24,0,0.923,5382.33,0.923,1.3017,7821.61,2.5,Good,Mid,Very Large
FIN-000346,59,Male,116383.0,16,Employed,825.0,7,0,7,25944,67398,Business,72,24.96,B,Mortgage,TX,2020-04-25,0,0.5791,936.08,0.0965,0.802,100935.24,3.5,Excellent,Upper-Mid,Very Large
FIN-000347,48,Male,85702.0,24,Employed,761.0,8,7,7,32262,52210,Home Improvement,12,26.51,B,Mortgage,IL,2020-04-25,0,0.6092,4350.83,0.6092,0.9856,13840.87,3.5,Excellent,Mid,Very Large
FIN-000348,45,Male,172382.0,33,Unemployed,400.0,10,4,2,43280,49560,Car,72,14.88,B,Rent,CA,2020-04-25,0,0.2875,688.33,0.0479,0.5386,44247.17,1.0,Very Poor,Upper-Mid,Very Large
FIN-000349,39,Female,130827.0,20,Employed,760.0,8,1,2,36092,74201,Education,36,17.0,D,Other,GA,2020-04-26,0,0.5672,2061.14,0.1891,0.843,37842.51,1.0,Excellent,Upper-Mid,Very Large
FIN-000350,24,Male,168511.0,24,Employed,567.0,5,6,0,18261,21734,Education,36,19.32,A,Rent,PA,2020-04-26,0,0.129,603.72,0.043,0.2373,12597.03,0.0,Fair,Upper-Mid,Large
FIN-000351,54,Male,152326.0,24,Employed,661.0,7,1,7,43647,79376,Vacation,12,20.12,B,Own,MI,2020-04-26,0,0.5211,6614.67,0.5211,0.8076,15970.45,3.5,Good,Upper-Mid,Very Large
FIN-000352,52,Female,24286.0,21,Employed,707.0,11,2,2,36443,77580,Medical,24,5.99,B,Mortgage,MI,2020-04-27,0,3.1944,3232.5,1.5972,4.695,9294.08,1.0,Very Good,Low,Very Large
FIN-000353,45,Female,89543.0,22,Employed,336.0,8,3,2,23345,7063,Education,12,5.76,B,Own,TX,2020-04-27,1,0.0789,588.58,0.0789,0.3396,406.83,1.0,Very Poor,Mid,Medium
FIN-000354,42,Female,34992.0,24,Employed,767.0,4,5,7,10111,27313,Medical,12,24.84,B,Other,TX,2020-04-27,1,0.7805,2276.08,0.7805,1.0695,6784.55,3.5,Excellent,Lower-Mid,Large
FIN-000355,48,Female,82052.0,13,Employed,558.0,2,1,4,16389,32087,Vacation,48,9.67,C,Mortgage,MI,2020-04-28,0,0.3911,668.48,0.0978,0.5908,12411.25,2.0,Fair,Mid,Very Large
FIN-000356,38,Male,160795.0,13,Employed,808.0,7,3,0,38301,50779,Vacation,12,18.23,E,Rent,IL,2020-04-28,0,0.3158,4231.58,0.3158,0.554,9257.01,0.0,Excellent,Upper-Mid,Very Large
FIN-000357,27,Male,113640.0,25,Employed,608.0,1,1,7,9713,45181,Debt Consolidation,12,19.18,B,Rent,OH,2020-04-28,0,0.3976,3765.08,0.3976,0.4831,8665.72,3.5,Fair,Upper-Mid,Very Large
FIN-000358,31,Female,85183.0,29,Employed,572.0,2,4,7,37943,23205,Debt Consolidation,12,8.36,D,Rent,NC,2020-04-29,0,0.2724,1933.75,0.2724,0.7178,1939.94,3.5,Fair,Mid,Large
FIN-000359,62,Male,165662.0,25,Self-Employed,409.0,10,2,3,36646,17464,Car,24,22.4,C,Own,NC,2020-04-29,1,0.1054,727.67,0.0527,0.3266,7823.87,1.5,Very Poor,Upper-Mid,Large
FIN-000360,31,Female,101174.0,21,Employed,559.0,7,3,7,19853,32132,Business,48,24.85,A,Own,PA,2020-04-29,0,0.3176,669.42,0.0794,0.5138,31939.21,3.5,Fair,Upper-Mid,Very Large
FIN-000361,29,Male,65002.0,33,Employed,567.0,10,0,3,9013,55737,Debt Consolidation,60,11.21,D,Rent,TX,2020-04-30,0,0.8575,928.95,0.1715,0.9961,31240.59,1.5,Fair,Mid,Very Large
FIN-000362,55,Female,197851.0,24,Self-Employed,331.0,1,0,2,3093,74285,Medical,60,25.13,A,Rent,PA,2020-04-30,0,0.3755,1238.08,0.0751,0.3911,93339.1,1.0,Very Poor,Upper-Mid,Very Large
FIN-000363,57,Female,163088.0,12,Employed,476.0,7,7,5,47544,69549,Education,60,6.4,D,Other,CA,2020-04-30,1,0.4265,1159.15,0.0853,0.718,22255.68,2.5,Very Poor,Upper-Mid,Very Large
FIN-000364,43,Female,199255.0,28,Employed,403.0,5,1,7,11304,40306,Debt Consolidation,60,23.31,D,Own,TX,2020-05-01,1,0.2023,671.77,0.0405,0.259,46976.64,3.5,Very Poor,Upper-Mid,Very Large
FIN-000365,53,Male,155816.0,8,Retired,535.0,11,6,1,32521,30592,Debt Consolidation,48,19.54,C,Rent,NY,2020-05-01,0,0.1963,637.33,0.0491,0.405,23910.71,0.5,Very Poor,Upper-Mid,Very Large
FIN-000367,40,Female,119306.0,30,Employed,500.0,11,5,6,40386,11577,Vacation,60,9.91,C,Mortgage,MI,2020-05-02,1,0.097,192.95,0.0194,0.4355,5736.4,3.0,Very Poor,Upper-Mid,Medium
FIN-000368,25,Male,197429.0,26,Unemployed,334.0,2,7,1,30767,13263,Debt Consolidation,12,13.0,D,Rent,CA,2020-05-02,1,0.0672,1105.25,0.0672,0.223,1724.19,0.5,Very Poor,Upper-Mid,Medium
FIN-000370,46,Male,116001.0,9,Employed,757.0,9,6,0,35318,65814,Business,24,15.44,D,Mortgage,IL,2020-05-03,0,0.5674,2742.25,0.2837,0.8718,20323.36,0.0,Excellent,Upper-Mid,Very Large
FIN-000371,58,Male,163994.0,6,Unemployed,770.0,9,3,4,33993,50306,Education,12,18.47,C,Mortgage,IL,2020-05-03,0,0.3068,4192.17,0.3068,0.514,9291.52,2.0,Excellent,Upper-Mid,Very Large
FIN-000372,23,Male,151156.0,31,Unemployed,698.0,10,2,7,16011,10691,Vacation,48,26.49,B,Mortgage,FL,2020-05-03,0,0.0707,222.73,0.0177,0.1767,11328.18,3.5,Good,Upper-Mid,Medium
FIN-000374,33,Female,131319.0,27,Self-Employed,661.0,8,7,4,41613,75499,Education,24,13.62,C,Mortgage,OH,2020-05-04,0,0.5749,3145.79,0.2875,0.8918,20565.93,2.0,Good,Upper-Mid,Very Large
FIN-000375,51,Female,80631.0,3,Employed,503.0,2,4,7,40221,42759,Vacation,72,25.49,D,Mortgage,OH,2020-05-04,1,0.5303,593.88,0.0884,1.0291,65395.61,3.5,Very Poor,Mid,Very Large
FIN-000376,37,Female,35373.0,30,Employed,445.0,1,1,5,9531,25185,Education,24,25.91,A,Other,CA,2020-05-05,1,0.712,1049.38,0.356,0.9814,13050.87,2.5,Very Poor,Lower-Mid,Large
FIN-000377,55,Female,25156.0,28,Self-Employed,743.0,8,4,6,4556,78983,Home Improvement,48,12.83,A,Rent,OH,2020-05-05,1,3.1397,1645.48,0.7849,3.3208,40534.08,3.0,Very Good,Low,Very Large
FIN-000378,43,Male,189623.0,32,Employed,596.0,2,2,1,2717,39699,Vacation,24,18.41,A,Rent,NY,2020-05-05,0,0.2094,1654.12,0.1047,0.2237,14617.17,0.5,Fair,Upper-Mid,Very Large
FIN-000379,23,Male,58463.0,3,Unemployed,786.0,4,4,1,36160,78490,Education,12,27.15,C,Own,NY,2020-05-06,0,1.3426,6540.83,1.3426,1.9611,21310.04,0.5,Excellent,Lower-Mid,Very Large
FIN-000380,65,Male,130661.0,25,Unemployed,530.0,4,3,3,24538,58739,Vacation,36,5.8,C,Own,PA,2020-05-06,1,0.4496,1631.64,0.1499,0.6374,10220.59,1.5,Very Poor,Upper-Mid,Very Large
FIN-000381,22,Male,69305.0,30,Retired,502.0,2,7,5,46254,60631,Vacation,36,5.44,C,Rent,PA,2020-05-06,1,0.8748,1684.19,0.2916,1.5422,9894.98,2.5,Very Poor,Mid,Very Large
FIN-000382,23,Female,160725.0,30,Employed,661.0,4,1,6,42022,22945,Home Improvement,60,16.64,B,Own,FL,2020-05-07,0,0.1428,382.42,0.0286,0.4042,19090.24,3.0,Good,Upper-Mid,Large
