customer_id,age,gender,income_annual,employment_years,employment_status,credit_score,num_credit_accounts,num_hard_inquiries,late_payments_2yr,debt_existing,loan_amount,loan_purpose,loan_term_months,interest_rate,loan_grade,home_ownership,state,application_date,defaulted
FIN-000401,41,Female,42053.0,4,Employed,336.0,8,1,4,6142,76092,Vacation,48,11.51,C,Rent,PA,2020-05-13,1
FIN-000402,22,Other,79056.0,12,Self-Employed,681.0,2,2,7,42436,43009,Medical,72,8.95,D,Rent,TX,2020-05-13,0
FIN-000403,41,Female,78688.0,8,Employed,338.0,8,1,7,3755,68976,Vacation,60,18.98,C,Rent,MI,2020-05-14,1
FIN-000404,62,Female,146845.0,25,Employed,408.0,8,3,5,48197,37225,Medical,24,17.75,C,Mortgage,NY,2020-05-14,1
FIN-000405,44,Female,78450.0,12,Unemployed,728.0,4,0,1,830,43437,Business,12,21.37,C,Rent,TX,2020-05-14,0
FIN-000406,29,Female,146385.0,18,Unemployed,363.0,7,2,2,46393,75935,Car,60,25.3,F,Mortgage,MI,2020-05-15,1
FIN-000407,59,Female,163376.0,16,Employed,474.0,7,6,1,39342,18648,Home Improvement,24,17.65,D,Rent,TX,2020-05-15,0
FIN-000408,50,Female,124816.0,15,Retired,331.0,1,7,4,13693,47936,Business,12,8.03,D,Rent,OH,2020-05-15,1
FIN-000409,38,Female,51403.0,29,Employed,830.0,1,3,0,6121,45263,Car,36,18.56,C,Own,IL,2020-05-16,0
FIN-000410,64,Male,133547.0,31,Self-Employed,405.0,8,4,0,28304,53373,Vacation,72,13.29,C,Other,PA,2020-05-16,0
FIN-000411,63,Female,127078.0,13,Employed,781.0,11,0,3,48294,57814,Debt Consolidation,60,15.14,B,Other,NY,2020-05-16,0
FIN-000412,30,Female,122654.0,14,Self-Employed,505.0,1,1,1,22458,70137,Car,60,27.05,D,Rent,MI,2020-05-17,0
FIN-000413,65,Male,96418.0,11,Employed,546.0,3,5,5,34110,51972,Business,24,17.54,A,Rent,IL,2020-05-17,1
FIN-000414,61,Male,188496.0,10,Retired,388.0,6,7,7,43124,33147,Home Improvement,36,8.02,A,Rent,IL,2020-05-17,1
FIN-000415,68,Female,79924.0,4,Self-Employed,615.0,8,4,3,43704,24295,Vacation,48,14.91,C,Own,FL,2020-05-18,0
FIN-000416,41,Male,148391.0,10,Employed,310.0,5,4,3,24063,11897,Debt Consolidation,24,9.87,A,Rent,MI,2020-05-18,1
FIN-000417,42,Female,172250.0,33,Self-Employed,348.0,5,3,0,45258,43253,Debt Consolidation,24,7.68,E,Rent,FL,2020-05-18,1
FIN-000418,37,Male,168893.0,18,Self-Employed,470.0,4,7,1,34612,10838,Home Improvement,48,21.24,D,Rent,GA,2020-05-19,0
FIN-000419,25,Male,20714.0,25,Employed,442.0,4,6,2,46017,72680,Education,48,19.27,C,Mortgage,PA,2020-05-19,1
FIN-000420,26,Female,102328.0,25,Employed,506.0,7,7,6,49613,31414,Car,48,16.2,B,Mortgage,TX,2020-05-19,1
FIN-000421,30,Male,149196.0,16,Employed,762.0,6,2,5,30545,43748,Business,72,14.45,C,Rent,TX,2020-05-20,0
FIN-000422,63,Male,134312.0,30,Employed,808.0,8,5,1,23227,66157,Debt Consolidation,48,12.07,C,Mortgage,TX,2020-05-20,0
FIN-000423,22,Male,92882.0,18,Employed,500.0,11,7,7,200,34483,Business,48,6.57,B,Mortgage,PA,2020-05-20,1
FIN-000424,27,Female,126342.0,19,Employed,304.0,6,7,3,16899,16513,Car,12,11.53,E,Rent,CA,2020-05-21,1
FIN-000425,66,Female,175196.0,22,Employed,510.0,11,7,4,5871,60549,Vacation,12,24.2,A,Mortgage,NY,2020-05-21,1
FIN-000426,24,Female,106951.0,24,Employed,328.0,10,2,3,46285,49802,Home Improvement,48,22.92,D,Mortgage,CA,2020-05-21,0
FIN-000427,57,Female,37511.0,27,Retired,489.0,7,3,1,21834,31451,Medical,72,27.35,D,Own,FL,2020-05-22,1
FIN-000428,39,Female,74588.0,11,Self-Employed,487.0,10,7,0,31325,45909,Home Improvement,72,19.92,F,Mortgage,CA,2020-05-22,0
FIN-000429,48,Female,97567.0,0,Self-Employed,449.0,10,4,6,21223,53091,Car,36,17.51,C,Mortgage,NC,2020-05-22,1
FIN-000430,40,Female,162287.0,1,Employed,824.0,5,0,1,29546,57389,Debt Consolidation,72,11.46,C,Mortgage,PA,2020-05-23,0
FIN-000431,50,Female,162923.0,9,Employed,665.0,6,4,2,22874,45963,Vacation,36,6.31,E,Mortgage,GA,2020-05-23,0
FIN-000432,62,Male,184622.0,33,Employed,456.0,1,3,5,26972,59734,Car,48,19.02,D,Rent,TX,2020-05-23,1
FIN-000433,58,Male,136867.0,31,Self-Employed,379.0,3,4,5,3696,70509,Vacation,72,15.97,D,Own,PA,2020-05-24,1
FIN-000434,22,Female,75958.0,24,Employed,572.0,8,5,4,42235,37291,Medical,12,22.34,D,Own,FL,2020-05-24,0
FIN-000435,23,Male,152250.0,9,Employed,817.0,3,4,4,23385,26817,Debt Consolidation,36,14.18,C,Rent,OH,2020-05-24,0
FIN-000436,67,Male,197386.0,0,Unemployed,531.0,1,7,3,18013,78666,Vacation,12,27.66,A,Mortgage,GA,2020-05-25,0
FIN-000437,62,Female,104727.0,31,Employed,459.0,3,4,1,20402,7559,Medical,24,13.84,A,Mortgage,PA,2020-05-25,1
FIN-000438,69,Male,130756.0,11,Unemployed,643.0,4,4,5,37257,19744,Vacation,12,12.33,C,Own,CA,2020-05-25,0
FIN-000439,59,Female,51146.0,17,Unemployed,588.0,8,0,0,2016,36155,Education,48,24.97,B,Mortgage,GA,2020-05-26,0
FIN-000440,45,Male,88260.0,29,Employed,,9,1,2,41126,26021,Business,72,13.79,C,Rent,CA,2020-05-26,1
FIN-000441,22,Female,186375.0,12,Retired,604.0,4,1,3,33743,61898,Home Improvement,72,24.97,C,Mortgage,NC,2020-05-26,0
FIN-000442,59,Male,105066.0,2,Employed,659.0,7,2,1,20931,56036,Education,60,5.14,B,Own,TX,2020-05-27,0
FIN-000443,35,Female,152273.0,20,Retired,699.0,1,7,0,40073,58176,Car,48,20.78,B,Mortgage,MI,2020-05-27,0
FIN-000444,23,Male,95547.0,13,Employed,748.0,9,1,1,17243,63399,Education,24,6.19,D,Other,PA,2020-05-27,0
FIN-000445,25,Female,75103.0,9,Self-Employed,405.0,11,1,0,20328,23006,Home Improvement,72,7.98,E,Mortgage,GA,2020-05-28,0
FIN-000446,60,Female,163736.0,1,Self-Employed,381.0,4,1,7,209,57434,Debt Consolidation,12,20.95,D,Mortgage,IL,2020-05-28,1
FIN-000447,56,Male,134008.0,10,Employed,641.0,9,7,6,45823,69591,Business,36,11.31,A,Rent,TX,2020-05-28,0
FIN-000448,60,Female,88624.0,0,Self-Employed,720.0,3,6,1,9800,8069,Medical,48,9.45,C,Mortgage,IL,2020-05-29,0
FIN-000449,58,Female,61456.0,25,Retired,348.0,11,7,1,213,11486,Vacation,72,23.34,D,Rent,CA,2020-05-29,1
FIN-000450,57,Male,28664.0,12,Retired,505.0,5,4,7,22281,70389,Debt Consolidation,36,26.74,C,Own,GA,2020-05-29,1
FIN-000451,47,Male,128384.0,27,Self-Employed,517.0,1,6,6,28007,40428,Business,12,9.96,B,Own,GA,2020-05-30,1
FIN-000452,25,Male,126229.0,20,Self-Employed,735.0,11,4,5,38550,33800,Education,72,11.95,B,Mortgage,TX,2020-05-30,0
FIN-000453,37,Male,86696.0,9,Employed,621.0,3,5,3,40170,42220,Car,24,21.28,B,Own,PA,2020-05-30,0
FIN-000454,58,Female,161786.0,11,Unemployed,530.0,5,7,1,25548,61254,Education,48,23.66,B,Own,GA,2020-05-31,1
FIN-000455,65,Male,24312.0,26,Self-Employed,786.0,6,0,1,28375,16869,Home Improvement,36,27.98,A,Rent,MI,2020-05-31,0
FIN-000456,61,Female,126691.0,2,Unemployed,728.0,8,6,3,303,9176,Home Improvement,72,10.92,C,Own,GA,2020-05-31,0
FIN-000457,32,Male,136936.0,27,Self-Employed,583.0,1,4,3,26411,41454,Car,48,17.58,C,Rent,OH,2020-06-01,0
FIN-000458,62,Male,171917.0,1,Employed,785.0,3,4,4,24558,75773,Business,72,7.65,D,Mortgage,NY,2020-06-01,0
FIN-000459,51,Male,55215.0,27,Employed,575.0,1,1,4,20431,31453,Debt Consolidation,48,12.27,B,Rent,FL,2020-06-01,0
FIN-000460,53,Male,107564.0,30,Employed,732.0,5,0,5,6951,61813,Vacation,36,5.56,C,Other,CA,2020-06-02,0
FIN-000461,63,Female,122613.0,20,Employed,484.0,8,0,3,11653,71326,Vacation,24,9.45,C,Mortgage,NC,2020-06-02,1
FIN-000462,49,Male,142184.0,6,Employed,,4,1,6,34935,52595,Home Improvement,48,16.4,F,Mortgage,MI,2020-06-02,1
FIN-000463,58,Female,192150.0,30,Self-Employed,396.0,11,6,2,5959,46184,Home Improvement,24,8.35,B,Rent,MI,2020-06-03,0
FIN-000464,23,Female,56264.0,13,Employed,418.0,9,1,5,18017,57186,Car,24,25.4,B,Own,TX,2020-06-03,1
FIN-000465,58,Male,185556.0,8,Employed,664.0,6,0,0,31953,21609,Debt Consolidation,12,21.19,B,Rent,MI,2020-06-03,0
FIN-000466,61,Male,112995.0,22,Employed,702.0,6,3,7,35242,79539,Education,72,5.15,D,Rent,OH,2020-06-04,0
FIN-000467,60,Male,106857.0,11,Employed,696.0,11,1,3,13855,32068,Medical,36,25.1,F,Own,GA,2020-06-04,0
FIN-000468,50,Male,137602.0,28,Employed,757.0,5,1,4,21424,51996,Car,12,27.47,C,Rent,FL,2020-06-04,0
FIN-000469,67,Male,119976.0,21,Self-Employed,617.0,10,0,7,35145,66446,Debt Consolidation,60,16.29,D,Own,MI,2020-06-05,0
FIN-000470,42,Female,193234.0,3,Employed,681.0,5,7,1,26326,74759,Medical,72,11.89,C,Mortgage,CA,2020-06-05,0
FIN-000471,58,Female,108465.0,6,Employed,441.0,11,6,3,27258,41834,Vacation,12,10.69,A,Mortgage,IL,2020-06-05,1
FIN-000472,52,Female,134644.0,7,Retired,756.0,7,3,3,19795,25746,Car,48,6.55,E,Mortgage,MI,2020-06-06,0
FIN-000473,63,Male,,34,Employed,800.0,8,5,4,4275,26407,Education,48,16.05,B,Mortgage,MI,2020-06-06,0
FIN-000474,30,Male,49237.0,8,Unemployed,,7,3,4,45242,31403,Education,48,5.68,A,Mortgage,PA,2020-06-06,0
FIN-000475,52,Other,133742.0,12,Retired,567.0,1,2,2,9552,16637,Debt Consolidation,60,16.34,F,Rent,OH,2020-06-07,0
FIN-000476,63,Female,85294.0,19,Employed,786.0,1,7,5,7275,13612,Debt Consolidation,24,10.43,B,Own,CA,2020-06-07,0
FIN-000477,24,Male,151439.0,20,Employed,459.0,10,3,4,15485,35410,Education,48,15.7,A,Mortgage,FL,2020-06-07,1
FIN-000478,49,Male,33417.0,18,Employed,313.0,6,7,4,33540,10160,Education,72,14.33,B,Mortgage,IL,2020-06-08,1
FIN-000479,65,Male,72328.0,1,Employed,454.0,3,1,4,11969,65108,Car,72,11.67,C,Own,IL,2020-06-08,1
FIN-000480,28,Female,157845.0,29,Employed,400.0,9,4,7,46113,12728,Business,12,15.04,A,Rent,OH,2020-06-08,1
FIN-000481,40,Female,165277.0,22,Employed,342.0,11,0,5,7605,74774,Vacation,24,15.64,B,Own,FL,2020-06-09,1
FIN-000482,67,Male,122116.0,12,Employed,492.0,7,7,1,34067,68594,Business,12,24.09,C,Rent,MI,2020-06-09,1
FIN-000483,27,Male,75443.0,32,Unemployed,610.0,2,5,3,15853,23464,Debt Consolidation,12,20.15,E,Mortgage,OH,2020-06-09,0
FIN-000484,21,Male,67119.0,31,Employed,764.0,3,1,3,24757,36943,Medical,48,14.68,B,Rent,GA,2020-06-10,0
FIN-000485,45,Male,53668.0,27,Self-Employed,462.0,8,5,4,44865,35838,Education,12,25.77,C,Own,TX,2020-06-10,1
FIN-000486,46,Female,22770.0,23,Self-Employed,650.0,1,0,6,8337,10919,Medical,60,22.26,C,Rent,CA,2020-06-10,1
FIN-000487,29,Female,195380.0,27,Employed,533.0,5,5,6,37931,42092,Debt Consolidation,72,6.28,A,Mortgage,MI,2020-06-11,1
FIN-000488,43,Male,57948.0,29,Employed,702.0,10,3,5,12134,12797,Vacation,72,8.11,B,Own,MI,2020-06-11,0
FIN-000489,60,Female,133612.0,28,Employed,650.0,1,0,2,1839,56887,Debt Consolidation,72,6.42,C,Rent,CA,2020-06-11,0
FIN-000490,22,Male,154678.0,33,Self-Employed,466.0,9,1,4,37362,79557,Home Improvement,24,11.99,D,Rent,CA,2020-06-12,1
FIN-000491,46,Female,100214.0,21,Employed,447.0,7,7,7,17186,8058,Education,48,14.74,B,Mortgage,NC,2020-06-12,1
FIN-000492,34,Female,139726.0,24,Self-Employed,327.0,5,4,5,10190,79577,Vacation,48,16.35,A,Rent,FL,2020-06-12,1
FIN-000493,64,Male,53025.0,13,Self-Employed,558.0,6,1,5,17702,71689,Business,12,24.51,A,Rent,NC,2020-06-13,0
FIN-000494,51,Female,70373.0,9,Unemployed,741.0,11,6,7,16359,32258,Business,12,4.92,C,Mortgage,OH,2020-06-13,0
FIN-000495,46,Male,34388.0,9,Employed,826.0,3,7,2,22502,24359,Debt Consolidation,36,14.56,C,Own,OH,2020-06-13,0
FIN-000496,69,Male,102570.0,7,Employed,510.0,3,2,5,32514,17914,Debt Consolidation,36,14.16,C,Mortgage,TX,2020-06-14,1
FIN-000497,39,Male,128814.0,13,Employed,842.0,7,0,7,37394,12536,Education,48,26.77,D,Mortgage,TX,2020-06-14,0
FIN-000498,58,Male,50920.0,31,Employed,744.0,7,1,3,11990,60071,Home Improvement,48,10.16,E,Own,IL,2020-06-14,0
FIN-000499,25,Female,186265.0,31,Employed,752.0,7,3,2,43218,38748,Home Improvement,12,7.38,F,Mortgage,MI,2020-06-15,0
FIN-000500,26,Male,166083.0,2,Self-Employed,703.0,2,3,2,2940,44448,Home Improvement,60,7.84,D,Own,CA,2020-06-15,0
FIN-000501,55,Female,117883.0,19,Retired,365.0,2,7,0,23953,51132,Home Improvement,60,16.72,C,Mortgage,OH,2020-06-15,0
FIN-000502,36,Female,182326.0,12,Employed,704.0,11,6,2,7398,7384,Vacation,72,13.69,A,Own,OH,2020-06-16,0
FIN-000503,51,Male,78266.0,22,Employed,734.0,5,5,2,38226,49312,Car,12,22.22,B,Mortgage,GA,2020-06-16,0
FIN-000504,38,Male,137847.0,18,Employed,527.0,4,1,7,2052,39134,Education,36,12.09,C,Own,OH,2020-06-16,1
FIN-000505,34,Male,31106.0,15,Self-Employed,775.0,7,5,1,44812,65120,Education,36,7.51,F,Mortgage,GA,2020-06-17,0
FIN-000506,45,Male,41786.0,34,Employed,767.0,3,2,3,6305,65592,Education,60,13.59,A,Mortgage,NY,2020-06-17,0
FIN-000507,35,Male,36944.0,6,Employed,400.0,5,0,4,8407,76723,Vacation,48,25.25,D,Rent,NY,2020-06-17,1
FIN-000508,46,Female,93917.0,7,Employed,,2,2,7,785,79031,Business,12,14.03,F,Other,GA,2020-06-18,0
FIN-000509,56,Male,192236.0,24,Self-Employed,655.0,1,4,0,39747,14885,Vacation,72,24.09,D,Own,NC,2020-06-18,0
FIN-000510,31,Female,179787.0,22,Employed,438.0,9,6,2,1635,23700,Home Improvement,72,13.23,D,Mortgage,MI,2020-06-18,0
FIN-000511,57,Male,116895.0,9,Employed,430.0,4,5,1,14279,20018,Home Improvement,48,11.11,B,Rent,FL,2020-06-19,0
FIN-000512,61,Male,186881.0,29,Employed,848.0,8,1,1,14272,62061,Business,36,22.71,A,Own,GA,2020-06-19,0
FIN-000513,57,Male,26844.0,32,Employed,767.0,7,5,7,10491,36322,Vacation,60,9.42,B,Own,CA,2020-06-19,1
FIN-000514,27,Male,69864.0,10,Employed,779.0,1,2,5,11944,55073,Business,48,9.95,D,Own,TX,2020-06-20,0
FIN-000515,38,Male,188246.0,34,Unemployed,410.0,10,7,4,3109,77650,Debt Consolidation,36,5.67,A,Mortgage,MI,2020-06-20,1
FIN-000516,40,Female,65933.0,26,Unemployed,452.0,11,6,4,12515,77110,Car,36,8.91,B,Mortgage,MI,2020-06-20,1
FIN-000517,22,Female,33144.0,2,Employed,541.0,7,4,6,37772,29996,Business,72,13.4,C,Other,MI,2020-06-21,1
FIN-000518,46,Male,27649.0,7,Self-Employed,578.0,2,2,3,22140,74345,Education,36,13.89,C,Mortgage,NC,2020-06-21,0
FIN-000519,43,Female,187717.0,12,Employed,662.0,3,4,6,7445,51304,Car,48,14.38,C,Rent,TX,2020-06-21,0
FIN-000520,52,Male,123955.0,2,Retired,707.0,1,6,5,33052,34249,Vacation,24,15.77,F,Mortgage,TX,2020-06-22,0
FIN-000521,33,Male,32818.0,19,Retired,474.0,7,3,2,44541,75223,Business,60,17.94,A,Mortgage,GA,2020-06-22,1
FIN-000522,33,Female,56880.0,34,Employed,434.0,3,3,1,42970,26123,Education,36,8.95,C,Own,IL,2020-06-22,0
FIN-000523,37,Female,80109.0,12,Employed,805.0,6,1,0,2413,38095,Home Improvement,48,18.93,C,Rent,IL,2020-06-23,0
FIN-000524,45,Female,188405.0,19,Employed,,7,7,3,18027,65185,Vacation,72,12.41,B,Own,PA,2020-06-23,0
FIN-000525,42,Male,74058.0,23,Self-Employed,794.0,3,2,7,7235,58884,Home Improvement,12,21.75,C,Own,GA,2020-06-23,0
FIN-000526,47,Other,176202.0,8,Retired,718.0,2,3,2,9319,10291,Education,72,17.59,C,Own,GA,2020-06-24,0
FIN-000527,37,Female,177788.0,29,Employed,505.0,9,5,5,28048,46193,Medical,60,17.53,C,Own,NC,2020-06-24,1
FIN-000528,46,Female,51297.0,24,Self-Employed,617.0,9,6,4,30372,8122,Vacation,12,20.61,A,Own,MI,2020-06-24,0
FIN-000529,58,Female,39062.0,15,Self-Employed,372.0,7,0,5,6335,9876,Home Improvement,12,12.33,D,Rent,NY,2020-06-25,1
FIN-000530,34,Female,49492.0,7,Employed,558.0,5,6,2,28354,79660,Debt Consolidation,72,14.59,E,Own,NC,2020-06-25,0
FIN-000531,34,Female,106861.0,27,Employed,657.0,4,5,5,49795,62147,Business,48,18.2,A,Mortgage,NY,2020-06-25,0
FIN-000532,32,Female,161639.0,11,Employed,447.0,4,3,4,27354,6823,Home Improvement,72,14.41,B,Rent,CA,2020-06-26,1
FIN-000533,25,Male,56806.0,23,Self-Employed,524.0,1,3,2,40985,57652,Debt Consolidation,24,14.94,C,Rent,IL,2020-06-26,1
FIN-000534,57,Female,120108.0,28,Self-Employed,404.0,4,2,0,43005,63204,Car,48,10.9,A,Mortgage,OH,2020-06-26,0
FIN-000535,24,Male,94457.0,14,Retired,655.0,7,4,6,48734,55382,Vacation,48,11.25,C,Rent,NY,2020-06-27,0
FIN-000536,49,Other,89885.0,17,Retired,837.0,5,0,3,36705,15387,Home Improvement,60,20.93,B,Own,NC,2020-06-27,0
FIN-000537,45,Female,95191.0,6,Employed,560.0,9,0,5,4807,56175,Business,48,4.6,E,Rent,CA,2020-06-27,0
FIN-000538,65,Female,67674.0,12,Employed,369.0,4,4,4,14950,23980,Home Improvement,60,6.74,B,Mortgage,PA,2020-06-28,1
FIN-000539,24,Male,100415.0,18,Self-Employed,746.0,11,2,0,6336,29224,Business,36,26.8,F,Mortgage,PA,2020-06-28,0
FIN-000540,36,Female,63127.0,4,Self-Employed,746.0,3,3,1,6524,12121,Car,60,8.89,A,Rent,GA,2020-06-28,0
FIN-000541,22,Male,174574.0,25,Unemployed,556.0,6,4,0,17409,72966,Business,48,14.33,A,Mortgage,NY,2020-06-29,0
FIN-000542,43,Female,,1,Employed,830.0,4,6,0,38490,78490,Debt Consolidation,36,24.47,B,Mortgage,IL,2020-06-29,0
FIN-000543,24,Female,157312.0,32,Unemployed,418.0,11,6,0,41898,16881,Medical,36,4.5,E,Mortgage,MI,2020-06-29,1
FIN-000544,40,Male,127889.0,24,Employed,365.0,2,6,7,36866,55809,Vacation,24,26.24,C,Mortgage,IL,2020-06-30,1
FIN-000545,37,Male,68544.0,24,Employed,544.0,5,0,4,15265,28097,Business,72,5.76,D,Rent,GA,2020-06-30,1
FIN-000546,26,Female,167712.0,29,Employed,356.0,4,0,7,9664,7978,Vacation,48,8.52,B,Mortgage,OH,2020-06-30,1
FIN-000547,38,Male,52895.0,3,Unemployed,343.0,5,6,1,28223,9332,Business,12,5.18,A,Own,NY,2020-07-01,1
FIN-000548,40,Male,127878.0,18,Employed,823.0,9,6,3,29830,20089,Vacation,72,16.71,C,Rent,OH,2020-07-01,0
FIN-000549,59,Male,115387.0,26,Retired,723.0,4,6,0,13602,61804,Debt Consolidation,48,26.66,C,Other,MI,2020-07-01,0
FIN-000550,65,Male,31920.0,23,Self-Employed,835.0,6,3,4,10517,69752,Vacation,12,24.22,A,Mortgage,GA,2020-07-02,1
FIN-000551,61,Female,100453.0,24,Employed,694.0,4,3,4,16559,28484,Education,72,19.53,A,Rent,IL,2020-07-02,0
FIN-000552,54,Female,181715.0,28,Employed,749.0,1,1,3,8095,65408,Education,24,8.86,C,Mortgage,IL,2020-07-02,0
FIN-000553,60,Female,49227.0,30,Employed,556.0,2,5,6,47385,59018,Education,48,24.94,B,Rent,CA,2020-07-03,0
FIN-000554,66,Male,43251.0,34,Employed,660.0,6,4,2,22277,23148,Business,72,22.24,D,Rent,GA,2020-07-03,0
FIN-000555,44,Female,44238.0,27,Employed,679.0,8,3,1,23725,8830,Car,24,10.77,B,Rent,PA,2020-07-03,0
FIN-000556,38,Female,80044.0,3,Self-Employed,742.0,9,1,1,19894,73494,Debt Consolidation,12,23.42,C,Rent,PA,2020-07-04,0
FIN-000557,50,Female,178795.0,27,Employed,833.0,4,2,5,31178,30998,Business,60,25.11,D,Own,IL,2020-07-04,0
FIN-000558,21,Male,54973.0,30,Employed,773.0,6,6,0,40565,72076,Vacation,48,20.91,C,Own,IL,2020-07-04,0
FIN-000559,43,Male,114292.0,22,Employed,456.0,3,0,2,950,35677,Home Improvement,36,6.86,C,Mortgage,NY,2020-07-05,1
FIN-000560,49,Female,159585.0,13,Employed,388.0,9,4,6,37204,34101,Business,36,27.63,D,Rent,NY,2020-07-05,1
FIN-000561,61,Male,194388.0,27,Retired,501.0,8,5,1,35512,12053,Education,24,6.29,C,Rent,TX,2020-07-05,1
FIN-000562,61,Female,181297.0,13,Employed,761.0,1,2,6,48882,10670,Debt Consolidation,60,19.88,D,Own,NC,2020-07-06,0
FIN-000563,52,Female,155451.0,0,Self-Employed,780.0,2,4,5,1920,15281,Home Improvement,36,7.1,C,Own,GA,2020-07-06,0
FIN-000564,22,Male,126371.0,31,Employed,753.0,10,4,0,9876,58341,Debt Consolidation,36,25.78,A,Rent,NY,2020-07-06,0
FIN-000565,68,Female,162377.0,17,Employed,769.0,9,3,2,21996,73069,Car,48,12.72,B,Mortgage,IL,2020-07-07,0
FIN-000566,56,Male,51722.0,4,Employed,679.0,10,1,4,6419,15756,Education,36,16.52,B,Rent,MI,2020-07-07,0
FIN-000567,65,Male,97684.0,14,Self-Employed,700.0,3,4,0,9160,70075,Medical,12,8.7,A,Rent,IL,2020-07-07,0
FIN-000568,37,Male,75429.0,15,Employed,378.0,3,5,2,31706,59421,Business,24,17.34,C,Own,GA,2020-07-08,0
FIN-000569,63,Male,98437.0,29,Employed,685.0,10,2,3,38940,65108,Vacation,72,26.56,C,Own,PA,2020-07-08,0
FIN-000570,22,Male,193548.0,22,Self-Employed,642.0,9,5,1,38698,70323,Education,36,25.69,C,Rent,OH,2020-07-08,0
FIN-000571,24,Male,195325.0,10,Employed,744.0,3,4,6,3808,22048,Education,48,6.0,C,Own,IL,2020-07-09,0
FIN-000572,64,Male,171780.0,24,Employed,351.0,10,7,0,45740,57606,Car,72,13.39,C,Own,CA,2020-07-09,1
FIN-000573,54,Male,132421.0,1,Employed,550.0,11,5,5,44275,14876,Home Improvement,12,10.78,A,Mortgage,GA,2020-07-09,0
FIN-000574,21,Female,47621.0,34,Employed,628.0,5,5,4,47424,63075,Education,72,15.81,A,Mortgage,FL,2020-07-10,0
FIN-000575,43,Male,181073.0,23,Retired,793.0,6,6,5,37506,20171,Home Improvement,36,24.09,C,Own,IL,2020-07-10,0
FIN-000576,26,Male,34220.0,12,Employed,649.0,3,7,6,22879,47204,Home Improvement,24,21.86,B,Rent,CA,2020-07-10,1
FIN-000577,36,Male,110230.0,29,Employed,758.0,10,1,0,13604,10166,Car,24,12.58,A,Other,NY,2020-07-11,0
FIN-000578,22,Male,85122.0,10,Retired,797.0,8,7,1,20773,48734,Education,24,13.49,B,Own,TX,2020-07-11,0
FIN-000579,66,Female,101757.0,22,Retired,424.0,2,0,1,13808,69441,Business,36,19.87,B,Rent,TX,2020-07-11,1
FIN-000580,32,Female,125385.0,27,Employed,503.0,6,7,2,43465,50078,Car,12,9.06,A,Own,CA,2020-07-12,1
FIN-000581,47,Female,87907.0,28,Unemployed,320.0,2,4,5,13034,32778,Car,60,6.91,B,Own,PA,2020-07-12,1
FIN-000582,39,Male,188856.0,14,Employed,661.0,9,2,5,3884,25924,Medical,72,10.2,A,Mortgage,GA,2020-07-12,0
FIN-000583,48,Female,190142.0,2,Unemployed,660.0,6,6,4,33500,50832,Business,24,7.41,A,Other,NY,2020-07-13,0
FIN-000584,55,Female,59150.0,8,Employed,415.0,9,6,6,48809,71243,Car,12,12.77,D,Rent,CA,2020-07-13,1
FIN-000585,63,Male,81262.0,7,Employed,354.0,4,0,2,17965,30048,Medical,48,26.53,B,Own,MI,2020-07-13,0
FIN-000586,24,Female,129756.0,32,Employed,591.0,3,5,4,31803,37815,Home Improvement,48,7.33,C,Own,TX,2020-07-14,0
FIN-000587,69,Female,47161.0,33,Retired,350.0,2,0,7,20063,39682,Business,12,23.73,B,Rent,NY,2020-07-14,1
FIN-000588,69,Other,172252.0,8,Employed,553.0,8,3,0,20236,22489,Business,48,17.06,E,Own,PA,2020-07-14,0
FIN-000589,27,Male,38825.0,16,Employed,791.0,4,3,0,31262,64234,Home Improvement,48,19.37,D,Rent,NY,2020-07-15,0
FIN-000590,57,Female,112811.0,0,Self-Employed,524.0,2,4,7,16707,62701,Debt Consolidation,24,8.5,B,Own,NC,2020-07-15,1
FIN-000591,45,Male,152089.0,4,Self-Employed,768.0,11,6,5,36467,21951,Business,36,8.06,B,Rent,CA,2020-07-15,0
FIN-000592,61,Female,171957.0,29,Self-Employed,402.0,9,2,6,5181,55018,Vacation,36,8.32,A,Mortgage,OH,2020-07-16,1
FIN-000593,37,Female,121351.0,10,Self-Employed,347.0,8,7,2,31562,16452,Debt Consolidation,36,20.18,D,Mortgage,MI,2020-07-16,1
FIN-000594,61,Female,66260.0,27,Self-Employed,641.0,5,3,7,41321,33635,Home Improvement,36,22.07,C,Rent,GA,2020-07-16,0
FIN-000595,34,Female,161332.0,16,Employed,532.0,8,5,6,18484,32933,Education,12,26.13,B,Own,NC,2020-07-17,1
FIN-000596,57,Female,197734.0,22,Employed,527.0,5,1,3,29073,39581,Debt Consolidation,24,13.86,E,Mortgage,GA,2020-07-17,1
FIN-000597,22,Female,57018.0,17,Employed,821.0,7,1,1,12968,43281,Car,12,15.36,B,Mortgage,IL,2020-07-17,0
FIN-000598,44,Female,180302.0,26,Retired,312.0,5,7,7,42852,26187,Business,72,15.54,C,Own,CA,2020-07-18,1
FIN-000599,35,Male,44769.0,24,Employed,798.0,5,5,6,13280,27953,Vacation,72,10.84,E,Own,CA,2020-07-18,0
FIN-000600,68,Male,125695.0,4,Employed,744.0,4,7,2,2754,38818,Debt Consolidation,48,12.21,D,Own,GA,2020-07-18,0
FIN-000601,53,Male,186286.0,18,Self-Employed,639.0,5,7,7,17856,29702,Business,24,24.4,C,Own,OH,2020-07-19,0
